card_id,title,rarity,type,faction,brief,must_have,avoid,background,lighting
growth_sprout_heal,Sprout Heal,common,Tactic,Growth,Sprout Heal: tactic moment — Heal 5 HP. Draw 1 card.,leaf/seed/vine/forrest/ruins/nature motifs; a small sprout radiating healing energy; warm sunlight particles; green-gold palette,"sci‑fi tech, firearms, gore, modern clothing, text labels",mossy forest ruins / soft fog,warm key from left; cool cyan rim from right; soft volumetric dust
growth_fertile_soil,Fertile Soil,uncommon,Tactic,Growth,Fertile Soil: tactic moment — Next Growth Strike gains +3 damage.,leaf/seed/vine/forrest/ruins/nature motifs; crops growing strong; warm sunlight particles; green-gold palette,"sci‑fi tech, firearms, gore, modern clothing, text labels",mossy forest ruins / soft fog,warm key from left; cool cyan rim from right; soft volumetric dust
growth_rooting_pulse,Rooting Pulse,common,Tactic,Growth,Rooting Pulse: tactic moment — Apply 2 Vulnerable to all enemies.,leaf/seed/vine/forrest/ruins/nature motifs; a root system going underground and pulsating;  warm sunlight particles; green-gold palette,"sci‑fi tech, firearms, gore, modern clothing, text labels",mossy forest ruins / soft fog,warm key from left; cool cyan rim from right; soft volumetric dust
growth_seedlings,Seedlings,common,Tactic,Growth,Seedlings: tactic moment — Gain 2 Seeds.,"leaf/seed/vine/forrest/ruins/nature motifs; 2 little seed characters, happy; warm sunlight particles; green-gold palette","sci‑fi tech, firearms, gore, modern clothing, text labels",mossy forest ruins / soft fog,warm key from left; cool cyan rim from right; soft volumetric dust
growth_thorn_wall,Thorn Wall,uncommon,Tactic,Growth,Thorn Wall: tactic moment — Deal 4 damage to attackers.,leaf/seed/vine/forrest/ruins/nature motifs; a wall of thorns and vines; warm sunlight particles; green-gold palette,"sci‑fi tech, firearms, gore, modern clothing, text labels",mossy forest ruins / soft fog,warm key from left; cool cyan rim from right; soft volumetric dust
growth_petal_veil,Petal Veil,uncommon,Tactic,Growth,Petal Veil: tactic moment — Reduce next damage by 4.,leaf/seed/vine/forrest/ruins/nature motifs; a veil of petals that protect; warm sunlight particles; green-gold palette,"sci‑fi tech, firearms, gore, modern clothing, text labels",mossy forest ruins / soft fog,warm key from left; cool cyan rim from right; soft volumetric dust
growth_sap_shield,Sap Shield,common,Tactic,Growth,Sap Shield: tactic moment — Next Ritual costs 1 less.,leaf/seed/vine/forrest/ruins/nature motifs; a sheild made of sap; warm sunlight particles; green-gold palette,"sci‑fi tech, firearms, gore, modern clothing, text labels",mossy forest ruins / soft fog,warm key from left; cool cyan rim from right; soft volumetric dust
growth_bud_barrier,Bud Barrier,common,Tactic,Growth,"Bud Barrier: tactic moment — If you have >=2 Seeds, gain an extra card.",leaf/seed/vine/forrest/ruins/nature motifs; a barrier made from glower buds; warm sunlight particles; green-gold palette,"sci‑fi tech, firearms, gore, modern clothing, text labels",mossy forest ruins / soft fog,warm key from left; cool cyan rim from right; soft volumetric dust
growth_sprout_sentry,Sprout Sentry,uncommon,Tactic,Growth,"Sprout Sentry: tactic moment — Summon a Seedling: at end of turn, heal 2 HP.",leaf/seed/vine/forrest/ruins/nature motifs; a sproutling morphed into a sentry gun; warm sunlight particles; green-gold palette,"sci‑fi tech, firearms, gore, modern clothing, text labels",mossy forest ruins / soft fog,warm key from left; cool cyan rim from right; soft volumetric dust
growth_petal_step,Petal Step,common,Tactic,Growth,Petal Step: tactic moment — Dodge an attack this turn.,leaf/seed/vine/forrest/ruins/nature motifs; petals in the shape of footsteps with smaller petals coming off of them like particles; warm sunlight particles; green-gold palette,"sci‑fi tech, firearms, gore, modern clothing, text labels",mossy forest ruins / soft fog,warm key from left; cool cyan rim from right; soft volumetric dust
growth_growth_glyph,Growth Glyph,uncommon,Tactic,Growth,Growth Glyph: tactic moment — Next two Strikes are free.,leaf/seed/vine/forrest/ruins/nature motifs; a glyph of stone with vines coming ouit of it; warm sunlight particles; green-gold palette,"sci‑fi tech, firearms, gore, modern clothing, text labels",mossy forest ruins / soft fog,warm key from left; cool cyan rim from right; soft volumetric dust
growth_mossy_guard,Mossy Guard,common,Tactic,Growth,Mossy Guard: tactic moment — Gain 1 Growth Rune.,leaf/seed/vine/forrest/ruins/nature motifs; a castle guard type humanoid made of moss; warm sunlight particles; green-gold palette,"sci‑fi tech, firearms, gore, modern clothing, text labels",mossy forest ruins / soft fog,warm key from left; cool cyan rim from right; soft volumetric dust
growth_petal_parade,Petal Parade,rare,Tactic,Growth,Petal Parade: tactic moment — Strikes Hit All Enemies.,"leaf/seed/vine/forrest/ruins/nature motifs; a squadrant opf petals ,marching; warm sunlight particles; green-gold palette","sci‑fi tech, firearms, gore, modern clothing, text labels",mossy forest ruins / soft fog,warm key from left; cool cyan rim from right; soft volumetric dust
growth_growth_ritual,Growth Ritual,common,Ritual,Growth,Growth Ritual: ritual moment — Gain 1 Energy next turn if you've played a Ritual this combat.,leaf/seed/vine/forrest/ruins/nature motifs; a magic ritual circle in the forest; warm sunlight particles; green-gold palette,"sci‑fi tech, firearms, gore, modern clothing, text labels",mossy forest ruins / soft fog,warm key from left; cool cyan rim from right; soft volumetric dust
growth_garden_bloom,Garden Bloom,uncommon,Ritual,Growth,"Garden Bloom: ritual moment — At end of turn, draw 1 card and gain 1 Seed.",leaf/seed/vine/forrest/ruins/nature motifs; a garden overgrowing with beautiful flowers; warm sunlight particles; green-gold palette,"sci‑fi tech, firearms, gore, modern clothing, text labels",mossy forest ruins / soft fog,warm key from left; cool cyan rim from right; soft volumetric dust
growth_growth_aura,Growth Aura,uncommon,Ritual,Growth,Growth Aura: ritual moment — All Strikes deal +2 damage.,leaf/seed/vine/forrest/ruins/nature motifs; a single plant glowing as if it was being grown quickly and magically; warm sunlight particles; green-gold palette,"sci‑fi tech, firearms, gore, modern clothing, text labels",mossy forest ruins / soft fog,warm key from left; cool cyan rim from right; soft volumetric dust
growth_seed_surge,Seed Surge,rare,Ritual,Growth,"Seed Surge: ritual moment — At start of each turn, gain 1 Energy.",leaf/seed/vine/forrest/ruins/nature motifs; a seed getting bigger and glowing; warm sunlight particles; green-gold palette,"sci‑fi tech, firearms, gore, modern clothing, text labels",mossy forest ruins / soft fog,warm key from left; cool cyan rim from right; soft volumetric dust
growth_thorned_roots,Thorned Roots,uncommon,Ritual,Growth,"Thorned Roots: ritual moment — Whenever you gain Block, enemies lose 1 Strength.",leaf/seed/vine/forrest/ruins/nature motifs; thorny roots coming from the ground and into the sky; warm sunlight particles; green-gold palette,"sci‑fi tech, firearms, gore, modern clothing, text labels",mossy forest ruins / soft fog,warm key from left; cool cyan rim from right; soft volumetric dust
growth_verdant_warding,Verdant Warding,uncommon,Ritual,Growth,"Verdant Warding: ritual moment — At end of combat, heal 5 HP.",leaf/seed/vine/forrest/ruins/nature motifs; a bunch of stone glypgs floating and glowing; warm sunlight particles; green-gold palette,"sci‑fi tech, firearms, gore, modern clothing, text labels",mossy forest ruins / soft fog,warm key from left; cool cyan rim from right; soft volumetric dust
growth_blooming_ward,Blooming Ward,rare,Ritual,Growth,"Blooming Ward: ritual moment — At end of turn, apply 1 Poison to all enemies.",leaf/seed/vine/forrest/ruins/nature motifs; a totem with plants and flowers growing from it; warm sunlight particles; green-gold palette,"sci‑fi tech, firearms, gore, modern clothing, text labels",mossy forest ruins / soft fog,warm key from left; cool cyan rim from right; soft volumetric dust
growth_sprouting_might,Sprouting Might,uncommon,Ritual,Growth,Sprouting Might: ritual moment — Strikes cost 0 if you played >=3 Strikes last turn.,leaf/seed/vine/forrest/ruins/nature motifs; a sproutling getting buff and strong; warm sunlight particles; green-gold palette,"sci‑fi tech, firearms, gore, modern clothing, text labels",mossy forest ruins / soft fog,warm key from left; cool cyan rim from right; soft volumetric dust
growth_fungal_fortress,Fungal Fortress,rare,Ritual,Growth,Fungal Fortress: ritual moment — Gain 2 Seeds at end of each turn.,leaf/seed/vine/forrest/ruins/nature motifs; a castle made of fungus; warm sunlight particles; green-gold palette,"sci‑fi tech, firearms, gore, modern clothing, text labels",mossy forest ruins / soft fog,warm key from left; cool cyan rim from right; soft volumetric dust
growth_rooted_resolve,Rooted Resolve,uncommon,Ritual,Growth,"Rooted Resolve: ritual moment — At start of combat, gain 5 Block.","leaf/seed/vine/forrest/ruins/nature motifs; a humanoid stuck to the ground by vines, waiting to defend; warm sunlight particles; green-gold palette","sci‑fi tech, firearms, gore, modern clothing, text labels",mossy forest ruins / soft fog,warm key from left; cool cyan rim from right; soft volumetric dust
growth_natures_boon,Nature's Boon,rare,Ritual,Growth,Nature's Boon: ritual moment — Gain 2 Growth Runes.,leaf/seed/vine/forrest/ruins/nature motifs; a green ray of light with vines and petals; warm sunlight particles; green-gold palette,"sci‑fi tech, firearms, gore, modern clothing, text labels",mossy forest ruins / soft fog,warm key from left; cool cyan rim from right; soft volumetric dust
growth_verdant_bond,Verdant Bond,uncommon,Ritual,Growth,"Verdant Bond: ritual moment — Whenever you play a Ritual, draw 1 card.",leaf/seed/vine/forrest/ruins/nature motifs; a fungus hand and a vine hand shaking hands; warm sunlight particles; green-gold palette,"sci‑fi tech, firearms, gore, modern clothing, text labels",mossy forest ruins / soft fog,warm key from left; cool cyan rim from right; soft volumetric dust
growth_seed_of_renewal,Seed of Renewal,rare,Ritual,Growth,"Seed of Renewal: ritual moment — At end of turn, remove one negative status.",leaf/seed/vine/forrest/ruins/nature motifs; a seed cracking with green energy; warm sunlight particles; green-gold palette,"sci‑fi tech, firearms, gore, modern clothing, text labels",mossy forest ruins / soft fog,warm key from left; cool cyan rim from right; soft volumetric dust
growth_overgrowth,Overgrowth,rare,Ritual,Growth,Overgrowth: ritual moment — All Strikes and Tactics gain +1 effect.,leaf/seed/vine/forrest/ruins/nature motifs; and overrgrown wall of petals and vines; warm sunlight particles; green-gold palette,"sci‑fi tech, firearms, gore, modern clothing, text labels",mossy forest ruins / soft fog,warm key from left; cool cyan rim from right; soft volumetric dust
growth_eternal_blossom,Eternal Blossom,legendary,Ritual,Growth,"Eternal Blossom: ritual moment — At end of combat, retain all unplayed cards.",leaf/seed/vine/forrest/ruins/nature motifs; a powerful flower in full bloom glowing with gold; warm sunlight particles; green-gold palette,"sci‑fi tech, firearms, gore, modern clothing, text labels",mossy forest ruins / soft fog,warm key from left; cool cyan rim from right; soft volumetric dust
decay_pestilent_strike,Pestilent Strike,common,Strike,Decay,Pestilent Strike: strike moment — Apply 1 Poison.,poison/fungus/miasma motifs; bone or rust detail; sickly green/purple palette,"bright cheerful flowers (unless wilted), pristine armor, sci‑fi tech, gore",plague crypt / rotting catacomb fumes,sickly green key below; violet rim back-right; low haze
decay_rotting_slash,Rotting Slash,common,Strike,Decay,"Rotting Slash: strike moment — Deal twice; if target is Poisoned, +2 damage.",poison/fungus/miasma motifs; bone or rust detail; sickly green/purple palette,"bright cheerful flowers (unless wilted), pristine armor, sci‑fi tech, gore",plague crypt / rotting catacomb fumes,sickly green key below; violet rim back-right; low haze
decay_contagion_strike,Contagion Strike,uncommon,Strike,Decay,Contagion Strike: strike moment — Spread Poison to a random enemy.,poison/fungus/miasma motifs; bone or rust detail; sickly green/purple palette,"bright cheerful flowers (unless wilted), pristine armor, sci‑fi tech, gore",plague crypt / rotting catacomb fumes,sickly green key below; violet rim back-right; low haze
decay_sear_decay,Sear Decay,uncommon,Strike,Decay,Sear Decay: strike moment — Deal damage to all enemies with Poison.,poison/fungus/miasma motifs; bone or rust detail; sickly green/purple palette,"bright cheerful flowers (unless wilted), pristine armor, sci‑fi tech, gore",plague crypt / rotting catacomb fumes,sickly green key below; violet rim back-right; low haze
decay_plague_burst,Plague Burst,rare,Strike,Decay,Plague Burst: strike moment — Apply 2 Poison.,poison/fungus/miasma motifs; bone or rust detail; sickly green/purple palette,"bright cheerful flowers (unless wilted), pristine armor, sci‑fi tech, gore",plague crypt / rotting catacomb fumes,sickly green key below; violet rim back-right; low haze
decay_blight_jab,Blight Jab,common,Strike,Decay,Blight Jab: strike moment — Gain 1 Decay Rune.,poison/fungus/miasma motifs; bone or rust detail; sickly green/purple palette,"bright cheerful flowers (unless wilted), pristine armor, sci‑fi tech, gore",plague crypt / rotting catacomb fumes,sickly green key below; violet rim back-right; low haze
decay_corrosive_edge,Corrosive Edge,uncommon,Strike,Decay,Corrosive Edge: strike moment — Enemy loses 1 Strength next turn.,poison/fungus/miasma motifs; bone or rust detail; sickly green/purple palette,"bright cheerful flowers (unless wilted), pristine armor, sci‑fi tech, gore",plague crypt / rotting catacomb fumes,sickly green key below; violet rim back-right; low haze
decay_fungus_flail,Fungus Flail,uncommon,Strike,Decay,Fungus Flail: strike moment — Deal twice; heal 3 HP.,poison/fungus/miasma motifs; bone or rust detail; sickly green/purple palette,"bright cheerful flowers (unless wilted), pristine armor, sci‑fi tech, gore",plague crypt / rotting catacomb fumes,sickly green key below; violet rim back-right; low haze
decay_carrion_whip,Carrion Whip,common,Strike,Decay,Carrion Whip: strike moment — Draw a card if target has Poison.,poison/fungus/miasma motifs; bone or rust detail; sickly green/purple palette,"bright cheerful flowers (unless wilted), pristine armor, sci‑fi tech, gore",plague crypt / rotting catacomb fumes,sickly green key below; violet rim back-right; low haze
decay_noxious_rip,Noxious Rip,rare,Strike,Decay,"Noxious Rip: strike moment — If enemy HP <50%, apply 1 Weak.",poison/fungus/miasma motifs; bone or rust detail; sickly green/purple palette,"bright cheerful flowers (unless wilted), pristine armor, sci‑fi tech, gore",plague crypt / rotting catacomb fumes,sickly green key below; violet rim back-right; low haze
decay_virulent_fangs,Virulent Fangs,uncommon,Strike,Decay,Virulent Fangs: strike moment — Enemy receives 3 Poison.,poison/fungus/miasma motifs; bone or rust detail; sickly green/purple palette,"bright cheerful flowers (unless wilted), pristine armor, sci‑fi tech, gore",plague crypt / rotting catacomb fumes,sickly green key below; violet rim back-right; low haze
decay_deaths_kiss,Death’s Kiss,common,Strike,Decay,Death’s Kiss: strike moment — Upgrade your next Strike.,poison/fungus/miasma motifs; bone or rust detail; sickly green/purple palette,"bright cheerful flowers (unless wilted), pristine armor, sci‑fi tech, gore",plague crypt / rotting catacomb fumes,sickly green key below; violet rim back-right; low haze
decay_putrid_cleave,Putrid Cleave,uncommon,Strike,Decay,Putrid Cleave: strike moment — Deal to all; apply 1 Poison.,poison/fungus/miasma motifs; bone or rust detail; sickly green/purple palette,"bright cheerful flowers (unless wilted), pristine armor, sci‑fi tech, gore",plague crypt / rotting catacomb fumes,sickly green key below; violet rim back-right; low haze
decay_pestilence_storm,Pestilence Storm,rare,Strike,Decay,Pestilence Storm: strike moment — Deal 4× damage.,poison/fungus/miasma motifs; bone or rust detail; sickly green/purple palette,"bright cheerful flowers (unless wilted), pristine armor, sci‑fi tech, gore",plague crypt / rotting catacomb fumes,sickly green key below; violet rim back-right; low haze
decay_blighted_bolt,Blighted Bolt,common,Strike,Decay,Blighted Bolt: strike moment — Apply 1 Poison twice.,poison/fungus/miasma motifs; bone or rust detail; sickly green/purple palette,"bright cheerful flowers (unless wilted), pristine armor, sci‑fi tech, gore",plague crypt / rotting catacomb fumes,sickly green key below; violet rim back-right; low haze
decay_rotten_shield,Rotten Shield,common,Tactic,Decay,Rotten Shield: tactic moment — Apply 1 Poison to attacker.,poison/fungus/miasma motifs; bone or rust detail; sickly green/purple palette,"bright cheerful flowers (unless wilted), pristine armor, sci‑fi tech, gore",plague crypt / rotting catacomb fumes,sickly green key below; violet rim back-right; low haze
decay_carrion_cage,Carrion Cage,uncommon,Tactic,Decay,Carrion Cage: tactic moment — Trap: first enemy to attack takes 10 damage.,poison/fungus/miasma motifs; bone or rust detail; sickly green/purple palette,"bright cheerful flowers (unless wilted), pristine armor, sci‑fi tech, gore",plague crypt / rotting catacomb fumes,sickly green key below; violet rim back-right; low haze
decay_putrid_renew,Putrid Renew,common,Tactic,Decay,Putrid Renew: tactic moment — Heal 4 HP. Remove 1 Poison from you.,poison/fungus/miasma motifs; bone or rust detail; sickly green/purple palette,"bright cheerful flowers (unless wilted), pristine armor, sci‑fi tech, gore",plague crypt / rotting catacomb fumes,sickly green key below; violet rim back-right; low haze
decay_festering_aura,Festering Aura,uncommon,Tactic,Decay,"Festering Aura: tactic moment — At end of turn, apply 2 Poison to all enemies.",poison/fungus/miasma motifs; bone or rust detail; sickly green/purple palette,"bright cheerful flowers (unless wilted), pristine armor, sci‑fi tech, gore",plague crypt / rotting catacomb fumes,sickly green key below; violet rim back-right; low haze
decay_decay_bubble,Decay Bubble,common,Tactic,Decay,"Decay Bubble: tactic moment — If you have >3 Poison, gain 1 Decay Rune.",poison/fungus/miasma motifs; bone or rust detail; sickly green/purple palette,"bright cheerful flowers (unless wilted), pristine armor, sci‑fi tech, gore",plague crypt / rotting catacomb fumes,sickly green key below; violet rim back-right; low haze
decay_toxic_infusion,Toxic Infusion,common,Tactic,Decay,Toxic Infusion: tactic moment — Apply 3 Poison to a random enemy.,poison/fungus/miasma motifs; bone or rust detail; sickly green/purple palette,"bright cheerful flowers (unless wilted), pristine armor, sci‑fi tech, gore",plague crypt / rotting catacomb fumes,sickly green key below; violet rim back-right; low haze
decay_blight_barrier,Blight Barrier,uncommon,Tactic,Decay,Blight Barrier: tactic moment — Enemies lose 1 Strength when attacking.,poison/fungus/miasma motifs; bone or rust detail; sickly green/purple palette,"bright cheerful flowers (unless wilted), pristine armor, sci‑fi tech, gore",plague crypt / rotting catacomb fumes,sickly green key below; violet rim back-right; low haze
decay_infectious_veil,Infectious Veil,uncommon,Tactic,Decay,Infectious Veil: tactic moment — Next Ritual costs 1 less.,poison/fungus/miasma motifs; bone or rust detail; sickly green/purple palette,"bright cheerful flowers (unless wilted), pristine armor, sci‑fi tech, gore",plague crypt / rotting catacomb fumes,sickly green key below; violet rim back-right; low haze
decay_sanguine_shield,Sanguine Shield,common,Tactic,Decay,Sanguine Shield: tactic moment — Drain 2 HP from attacker when blocked.,poison/fungus/miasma motifs; bone or rust detail; sickly green/purple palette,"bright cheerful flowers (unless wilted), pristine armor, sci‑fi tech, gore",plague crypt / rotting catacomb fumes,sickly green key below; violet rim back-right; low haze
decay_death_sentries,Death Sentries,uncommon,Tactic,Decay,Death Sentries: tactic moment — Summon wraith that deals 3 damage each end of turn.,poison/fungus/miasma motifs; bone or rust detail; sickly green/purple palette,"bright cheerful flowers (unless wilted), pristine armor, sci‑fi tech, gore",plague crypt / rotting catacomb fumes,sickly green key below; violet rim back-right; low haze
decay_rancid_step,Rancid Step,common,Tactic,Decay,Rancid Step: tactic moment — Dodge the next attack.,poison/fungus/miasma motifs; bone or rust detail; sickly green/purple palette,"bright cheerful flowers (unless wilted), pristine armor, sci‑fi tech, gore",plague crypt / rotting catacomb fumes,sickly green key below; violet rim back-right; low haze
decay_decay_glyph,Decay Glyph,uncommon,Tactic,Decay,Decay Glyph: tactic moment — Next two Strikes apply +2 Poison.,poison/fungus/miasma motifs; bone or rust detail; sickly green/purple palette,"bright cheerful flowers (unless wilted), pristine armor, sci‑fi tech, gore",plague crypt / rotting catacomb fumes,sickly green key below; violet rim back-right; low haze
decay_putrid_ward,Putrid Ward,common,Tactic,Decay,Putrid Ward: tactic moment — Apply 1 Weak to attacker.,poison/fungus/miasma motifs; bone or rust detail; sickly green/purple palette,"bright cheerful flowers (unless wilted), pristine armor, sci‑fi tech, gore",plague crypt / rotting catacomb fumes,sickly green key below; violet rim back-right; low haze
decay_bone_graft,Bone Graft,uncommon,Tactic,Decay,Bone Graft: tactic moment — Gain 6 Block per Poison on you.,poison/fungus/miasma motifs; bone or rust detail; sickly green/purple palette,"bright cheerful flowers (unless wilted), pristine armor, sci‑fi tech, gore",plague crypt / rotting catacomb fumes,sickly green key below; violet rim back-right; low haze
decay_carcass_trap,Carcass Trap,uncommon,Tactic,Decay,Carcass Trap: tactic moment — Trap: first enemy to attack is poisoned & takes 5 damage.,poison/fungus/miasma motifs; bone or rust detail; sickly green/purple palette,"bright cheerful flowers (unless wilted), pristine armor, sci‑fi tech, gore",plague crypt / rotting catacomb fumes,sickly green key below; violet rim back-right; low haze
decay_corruption_ritual,Corruption Ritual,common,Ritual,Decay,Corruption Ritual: ritual moment — Gain 1 Energy next turn if you played a Ritual this combat.,poison/fungus/miasma motifs; bone or rust detail; sickly green/purple palette,"bright cheerful flowers (unless wilted), pristine armor, sci‑fi tech, gore",plague crypt / rotting catacomb fumes,sickly green key below; violet rim back-right; low haze
decay_rotting_ritual,Rotting Ritual,uncommon,Ritual,Decay,"Rotting Ritual: ritual moment — At end of turn, apply 1 Poison to all enemies.",poison/fungus/miasma motifs; bone or rust detail; sickly green/purple palette,"bright cheerful flowers (unless wilted), pristine armor, sci‑fi tech, gore",plague crypt / rotting catacomb fumes,sickly green key below; violet rim back-right; low haze
decay_malignant_flow,Malignant Flow,rare,Ritual,Decay,Malignant Flow: ritual moment — Strikes cost 0 if target has Poison.,poison/fungus/miasma motifs; bone or rust detail; sickly green/purple palette,"bright cheerful flowers (unless wilted), pristine armor, sci‑fi tech, gore",plague crypt / rotting catacomb fumes,sickly green key below; violet rim back-right; low haze
decay_necrotic_infusion,Necrotic Infusion,uncommon,Ritual,Decay,"Necrotic Infusion: ritual moment — At the end of each turn, apply 1 Poison to yourself and gain 1 Decay Rune.",poison/fungus/miasma motifs; bone or rust detail; sickly green/purple palette,"bright cheerful flowers (unless wilted), pristine armor, sci‑fi tech, gore",plague crypt / rotting catacomb fumes,sickly green key below; violet rim back-right; low haze
decay_decay_communion,Decay Communion,rare,Ritual,Decay,"Decay Communion: ritual moment — Whenever you apply Poison, draw 1 card.",poison/fungus/miasma motifs; bone or rust detail; sickly green/purple palette,"bright cheerful flowers (unless wilted), pristine armor, sci‑fi tech, gore",plague crypt / rotting catacomb fumes,sickly green key below; violet rim back-right; low haze
decay_toxic_transfusion,Toxic Transfusion,rare,Ritual,Decay,Toxic Transfusion: ritual moment — Convert 3 Poison from all enemies into 3 HP per enemy.,poison/fungus/miasma motifs; bone or rust detail; sickly green/purple palette,"bright cheerful flowers (unless wilted), pristine armor, sci‑fi tech, gore",plague crypt / rotting catacomb fumes,sickly green key below; violet rim back-right; low haze
